Body
Date,Weight,BMI,Fat
"2019-04-01","115.4","19.95","0"
"2019-04-02","115.4","19.95","0"
"2019-04-03","115.4","19.95","0"
"2019-04-04","115.4","19.95","0"
"2019-04-05","115.4","19.95","0"
"2019-04-06","115.4","19.95","0"
"2019-04-07","115.4","19.95","0"
"2019-04-08","115.4","19.95","0"
"2019-04-09","115.4","19.95","0"
"2019-04-10","115.4","19.95","0"
"2019-04-11","115.4","19.95","0"
"2019-04-12","115.4","19.95","0"
"2019-04-13","115.4","19.95","0"
"2019-04-14","115.4","19.95","0"
"2019-04-15","115.4","19.95","0"
"2019-04-16","115.4","19.95","0"
"2019-04-17","115.4","19.95","0"
"2019-04-18","115.4","19.95","0"
"2019-04-19","115.4","19.95","0"
"2019-04-20","115.4","19.95","0"
"2019-04-21","115.4","19.95","0"
"2019-04-22","115.4","19.95","0"
"2019-04-23","115.4","19.95","0"
"2019-04-24","115.4","19.95","0"
"2019-04-25","115.4","19.95","0"
"2019-04-26","115.4","19.95","0"
"2019-04-27","115.4","19.95","0"
"2019-04-28","115.4","19.95","0"
"2019-04-29","115.4","19.95","0"
"2019-04-30","115.4","19.95","0"

Foods
Date,Calories In
"2019-04-01","0"
"2019-04-02","0"
"2019-04-03","0"
"2019-04-04","0"
"2019-04-05","0"
"2019-04-06","0"
"2019-04-07","0"
"2019-04-08","0"
"2019-04-09","0"
"2019-04-10","0"
"2019-04-11","0"
"2019-04-12","0"
"2019-04-13","0"
"2019-04-14","0"
"2019-04-15","0"
"2019-04-16","0"
"2019-04-17","0"
"2019-04-18","0"
"2019-04-19","0"
"2019-04-20","0"
"2019-04-21","0"
"2019-04-22","0"
"2019-04-23","0"
"2019-04-24","0"
"2019-04-25","0"
"2019-04-26","0"
"2019-04-27","0"
"2019-04-28","0"
"2019-04-29","0"
"2019-04-30","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2019-04-15 10:40PM","2019-04-16 7:37AM","459","78","32","537","97","251","111"
"2019-04-14 11:40PM","2019-04-15 6:51AM","376","55","34","431","77","229","70"
"2019-04-13 5:38PM","2019-04-14 6:31AM","647","126","40","773","133","362","152"
"2019-04-12 9:51PM","2019-04-13 6:13AM","452","50","40","502","130","216","106"
"2019-04-12 12:22AM","2019-04-12 7:52AM","372","78","34","450","64","202","106"
"2019-04-10 10:50PM","2019-04-11 7:44AM","451","83","32","534","136","222","93"
"2019-04-09 10:44PM","2019-04-10 7:54AM","476","74","39","550","111","264","101"
"2019-04-08 11:41PM","2019-04-09 7:04AM","379","64","30","443","72","240","67"
"2019-04-07 10:42PM","2019-04-08 7:28AM","440","85","31","525","69","303","68"
"2019-04-06 10:05PM","2019-04-07 7:41AM","509","67","38","576","89","322","98"
"2019-04-06 1:34AM","2019-04-06 4:32AM","163","13","0","178","N/A","N/A","N/A"
"2019-04-04 11:48PM","2019-04-05 6:14AM","334","52","23","386","62","197","75"
"2019-04-04 1:30AM","2019-04-04 4:21AM","165","6","0","171","N/A","N/A","N/A"
"2019-04-02 11:25PM","2019-04-03 5:16AM","338","12","0","350","N/A","N/A","N/A"
"2019-04-01 10:22PM","2019-04-02 5:47AM","381","64","38","445","75","227","79"
"2019-03-31 9:54PM","2019-04-01 5:18AM","401","43","24","444","108","232","61"

Food Log 20190401
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190402
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190403
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190404
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190405
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190406
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190407
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190408
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190409
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190410
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190411
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190412
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190413
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190414
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190415
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190416
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190417
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190418
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190419
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190420
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190421
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190422
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190423
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190424
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190425
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190426
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190427
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190428
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190429
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20190430
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

